Toxicant,strain1,strain2,Relative.Potency.Estimate,SE,t.value,p.value,Fraction.Comparison,p...0.05
Propoxur,N2,XZ1516,1.158966342,0.234408983,0.678158062,0.497731,10-Oct,F
Propoxur,RC301,XZ1516,0.75770461,0.162574961,-1.490361056,0.136249,10-Oct,F
Mancozeb,CB4855,CB4856,1.409848476,0.070947772,5.776763185,<< 0.00001,10-Oct,T
Mancozeb,CB4855,ECA36,1.208553932,0.060438792,3.450663492,0.000566,10-Oct,T
Mancozeb,CB4855,ECA396,1.526735855,0.078151743,6.739911784,<< 0.00001,10-Oct,T
Mancozeb,CB4855,MY16,0.897100276,0.03980886,-2.584844778,0.009786,10-Oct,T
Mancozeb,CB4855,N2,1.387537678,0.069630829,5.56560481,<< 0.00001,10-Oct,T
Mancozeb,CB4855,RC301,1.518184623,0.078833551,6.573148341,<< 0.00001,10-Oct,T
Mancozeb,CB4855,XZ1516,0.82015701,0.037942585,-4.739871798,0.000002,10-Oct,T
Mancozeb,CB4856,ECA36,0.857222569,0.04526988,-3.153916736,0.001626,10-Oct,T
Mancozeb,CB4856,ECA396,1.08290776,0.058351916,1.420823258,0.155466,10-Oct,F
Mancozeb,CB4856,MY16,0.636309711,0.030383911,-11.96983144,<< 0.00001,10-Oct,T
Mancozeb,CB4856,N2,0.984175038,0.052134547,-0.303540793,0.761498,10-Oct,F
Mancozeb,CB4856,RC301,1.076842405,0.058795027,1.306954149,0.191322,10-Oct,F
Mancozeb,CB4856,XZ1516,0.581734154,0.028765246,-14.5406666,<< 0.00001,10-Oct,T
Mancozeb,ECA36,ECA396,1.263274905,0.06771797,3.887814496,0.000103,10-Oct,T
Mancozeb,ECA36,MY16,0.742292298,0.035187578,-7.323826172,<< 0.00001,10-Oct,T
Mancozeb,ECA36,N2,1.148097441,0.060489599,2.448312494,0.014406,10-Oct,T
Mancozeb,ECA36,RC301,1.256199316,0.068244054,3.754163184,0.000177,10-Oct,T
Mancozeb,ECA36,XZ1516,0.678626736,0.033339509,-9.639411942,<< 0.00001,10-Oct,T
Mancozeb,ECA396,MY16,0.587593639,0.028611757,-14.41387772,<< 0.00001,10-Oct,T
Mancozeb,ECA396,N2,0.908826287,0.048860378,-1.866005069,0.062132,10-Oct,F
Mancozeb,ECA396,RC301,0.99439901,0.05504667,-0.10174984,0.918962,10-Oct,F
Mancozeb,ECA396,XZ1516,0.537196404,0.027036192,-17.1179281,<< 0.00001,10-Oct,T
Mancozeb,MY16,N2,1.546691841,0.073702244,7.417573913,<< 0.00001,10-Oct,T
Mancozeb,MY16,RC301,1.692324329,0.083876003,8.254140655,<< 0.00001,10-Oct,T
Mancozeb,MY16,XZ1516,0.914231142,0.039654079,-2.162926504,0.030621,10-Oct,T
Mancozeb,N2,RC301,1.094157404,0.059592644,1.58001721,0.114202,10-Oct,F
Mancozeb,N2,XZ1516,0.591088101,0.029144258,-14.03061646,<< 0.00001,10-Oct,T
Mancozeb,RC301,XZ1516,0.540222183,0.027594727,-16.6617999,<< 0.00001,10-Oct,T
